"Date";"Store";"Category";"Brand";"Sales_Amount";"Units_Sold";"Customer_Age"
2023-01-10;"Store 3";"Grocery";"Trader Joe's";43,85;3;31
2023-11-26;"Store 7";"Electronics";"Sony";1235,35;3;22
2023-11-14;"Store 5";"Sports";"Decathlon";147,93;3;33
2023-08-05;"Store 10";"Grocery";"Costco";51,08;10;57
2023-09-11;"Store 8";"Clothing";"Nike";218,02;3;30
2023-07-21;"Store 5";"Grocery";"Whole Foods";45,82;10;40
2023-12-12;"Store 8";"Electronics";"LG";1219,53;3;38
2023-12-17;"Store 6";"Furniture";"Wayfair";532,8;2;47
2023-11-13;"Store 3";"Clothing";"Zara";363,58;6;44
2023-02-18;"Store 8";"Grocery";"Costco";37,76;20;19
2023-12-27;"Store 9";"Furniture";"West Elm";986,84;2;44
2023-02-01;"Store 9";"Grocery";"Trader Joe's";101,4;18;30
2023-05-05;"Store 5";"Sports";"Decathlon";329,8;8;37
2023-02-07;"Store 1";"Grocery";"Whole Foods";89,58;8;37
2023-06-12;"Store 1";"Clothing";"Adidas";274,68;7;32
2023-09-13;"Store 3";"Grocery";"Walmart";51,73;20;39
2023-06-16;"Store 9";"Grocery";"Costco";14,9;16;29
2023-05-12;"Store 2";"Grocery";"Costco";64,66;18;37
2023-08-16;"Store 8";"Clothing";"H&M";252,63;2;35
2023-06-22;"Store 7";"Toys";"Fisher-Price";186,6;8;40
2023-05-07;"Store 10";"Grocery";"Whole Foods";54,04;12;34
2023-08-13;"Store 10";"Electronics";"LG";1078,62;1;42
2023-06-17;"Store 3";"Sports";"Under Armour";474,96;2;40
2023-02-28;"Store 9";"Toys";"LEGO";242,46;7;45
2023-06-23;"Store 9";"Grocery";"Target";51,76;4;42
2023-02-06;"Store 4";"Clothing";"H&M";246,94;6;27
2023-08-15;"Store 1";"Sports";"Spalding";261,66;6;25
2023-11-23;"Store 9";"Clothing";"H&M";531,39;10;48
2023-08-09;"Store 3";"Grocery";"Trader Joe's";30,88;10;45
2023-08-10;"Store 9";"Grocery";"Walmart";44,44;17;54
2023-04-14;"Store 2";"Grocery";"Target";51,55;6;18
2023-11-29;"Store 9";"Grocery";"Costco";26,34;9;29
2023-12-08;"Store 10";"Electronics";"Panasonic";2181,03;2;25
2023-03-18;"Store 5";"Toys";"LEGO";91,78;7;31
2023-02-27;"Store 3";"Toys";"LEGO";266,02;3;30
2023-09-06;"Store 9";"Grocery";"Walmart";60,16;14;39
2023-07-27;"Store 6";"Grocery";"Trader Joe's";37,94;12;50
2023-04-19;"Store 6";"Furniture";"Ashley";686,73;2;67
2023-02-08;"Store 5";"Clothing";"Puma";269,55;6;43
2023-04-03;"Store 4";"Clothing";"Adidas";373,97;3;33
2023-11-17;"Store 8";"Grocery";"Target";52,74;5;40
2023-12-25;"Store 2";"Clothing";"Nike";223,23;7;42
2023-09-27;"Store 10";"Grocery";"Walmart";49,23;13;39
2023-07-02;"Store 1";"Grocery";"Trader Joe's";43,31;16;56
2023-11-12;"Store 5";"Sports";"Spalding";241,49;6;32
2023-08-13;"Store 10";"Grocery";"Costco";54,63;5;31
2023-08-14;"Store 10";"Toys";"LEGO";295,71;8;66
2023-11-29;"Store 10";"Grocery";"Costco";49,69;18;30
2023-04-22;"Store 6";"Toys";"Hasbro";129,18;8;30
2023-02-14;"Store 9";"Clothing";"H&M";352,69;3;22
2023-06-01;"Store 2";"Toys";"Fisher-Price";144,54;6;34
2023-01-17;"Store 4";"Sports";"Decathlon";375,64;5;20
2023-06-02;"Store 4";"Clothing";"Adidas";108,21;1;51
2023-10-03;"Store 1";"Sports";"Wilson";168,8;7;34
2023-02-21;"Store 8";"Grocery";"Walmart";38,38;5;37
2023-04-30;"Store 2";"Grocery";"Target";64,84;9;36
2023-10-18;"Store 5";"Sports";"Under Armour";69,1;3;34
2023-11-30;"Store 1";"Grocery";"Target";49,53;19;36
2023-05-19;"Store 7";"Toys";"LEGO";165,77;3;32
2023-05-12;"Store 5";"Grocery";"Costco";31,18;8;45
2023-12-04;"Store 1";"Sports";"Wilson";203,76;7;27
2023-09-01;"Store 5";"Electronics";"LG";1067,03;3;19
2023-02-15;"Store 7";"Grocery";"Walmart";44,76;17;18
2023-04-19;"Store 6";"Grocery";"Whole Foods";48,18;6;39
2023-02-05;"Store 5";"Sports";"Wilson";204,98;3;28
2023-08-19;"Store 8";"Clothing";"H&M";237,74;6;24
2023-03-08;"Store 9";"Toys";"Mattel";222,56;1;24
2023-12-26;"Store 3";"Furniture";"Wayfair";644,64;1;36
2023-04-29;"Store 9";"Grocery";"Costco";95,33;3;36
2023-03-28;"Store 1";"Clothing";"Adidas";275,13;8;18
2023-12-20;"Store 6";"Sports";"Under Armour";420,29;8;35
2023-03-12;"Store 7";"Grocery";"Costco";73,1;11;29
2023-01-28;"Store 5";"Furniture";"Wayfair";699,78;1;21
2023-06-30;"Store 2";"Grocery";"Trader Joe's";26,52;4;33
2023-06-11;"Store 6";"Grocery";"Trader Joe's";66,46;10;47
2023-06-30;"Store 9";"Sports";"Wilson";172,55;6;39
2023-11-06;"Store 9";"Toys";"Hasbro";420,38;7;19
2023-03-17;"Store 8";"Clothing";"Zara";308,32;8;20
2023-09-26;"Store 8";"Clothing";"Puma";159,05;2;18
2023-05-20;"Store 7";"Grocery";"Walmart";50,08;5;25
2023-09-26;"Store 5";"Grocery";"Walmart";103,92;19;27
2023-11-17;"Store 8";"Clothing";"Puma";541,32;6;33
2023-05-04;"Store 1";"Grocery";"Costco";76,02;19;42
2023-02-09;"Store 7";"Clothing";"Nike";284,64;1;31
2023-04-10;"Store 5";"Clothing";"Adidas";261,49;5;31
2023-12-11;"Store 7";"Furniture";"Wayfair";527,12;2;37
2023-03-09;"Store 7";"Grocery";"Costco";45,67;6;39
2023-06-24;"Store 3";"Clothing";"Puma";487,87;6;36
2023-06-25;"Store 9";"Grocery";"Costco";46,2;1;59
2023-11-03;"Store 5";"Electronics";"Panasonic";532,1;2;42
2023-10-28;"Store 8";"Clothing";"Zara";498,71;5;44
2023-05-30;"Store 6";"Toys";"Hasbro";154,25;6;36
2023-03-04;"Store 1";"Grocery";"Target";78,65;3;40
2023-11-14;"Store 1";"Clothing";"Zara";332,57;2;47
2023-01-11;"Store 10";"Toys";"Nintendo";139,15;3;29
2023-08-22;"Store 3";"Grocery";"Costco";43,79;17;58
2023-03-30;"Store 4";"Toys";"LEGO";313,3;4;40
2023-10-10;"Store 4";"Grocery";"Target";57,79;15;21
2023-07-27;"Store 7";"Clothing";"Adidas";540;3;35
2023-12-28;"Store 10";"Grocery";"Costco";72,36;17;41
2023-03-31;"Store 1";"Grocery";"Trader Joe's";33,79;15;38
2023-02-16;"Store 9";"Clothing";"Adidas";247,37;1;49
2023-05-02;"Store 7";"Sports";"Spalding";186,19;3;29
2023-09-10;"Store 8";"Electronics";"Sony";530,96;1;39
2023-11-03;"Store 7";"Grocery";"Costco";40,12;8;20
2023-02-04;"Store 6";"Furniture";"West Elm";1048,76;2;26
2023-08-03;"Store 9";"Grocery";"Trader Joe's";50,85;3;52
2023-02-25;"Store 9";"Electronics";"Apple";866,95;1;31
2023-04-10;"Store 7";"Sports";"Under Armour";322,16;8;37
2023-03-02;"Store 5";"Clothing";"Zara";426,74;3;39
2023-10-22;"Store 5";"Toys";"Nintendo";157,34;4;34
2023-09-30;"Store 8";"Grocery";"Walmart";51,58;1;56
2023-05-26;"Store 10";"Toys";"LEGO";60,53;5;56
2023-10-03;"Store 10";"Grocery";"Target";18,86;18;51
2023-07-20;"Store 5";"Toys";"Hasbro";266,91;1;24
2023-11-15;"Store 7";"Clothing";"Adidas";328,15;8;43
2023-01-02;"Store 1";"Grocery";"Whole Foods";60,18;20;27
2023-12-30;"Store 6";"Toys";"Fisher-Price";143,49;8;36
2023-03-31;"Store 4";"Grocery";"Target";39,26;20;34
2023-01-03;"Store 3";"Toys";"Hasbro";178,22;5;28
2023-03-10;"Store 10";"Grocery";"Target";50,23;17;48
2023-05-30;"Store 2";"Toys";"Fisher-Price";242,46;7;31
2023-07-07;"Store 1";"Furniture";"West Elm";927,88;1;39
2023-12-12;"Store 6";"Grocery";"Target";84,67;18;51
2023-05-09;"Store 8";"Electronics";"Apple";730,23;1;27
2023-04-20;"Store 2";"Toys";"Nintendo";219,32;1;28
2023-05-29;"Store 1";"Clothing";"Adidas";359,55;4;31
2023-04-20;"Store 3";"Grocery";"Target";50,56;12;32
2023-03-27;"Store 9";"Grocery";"Walmart";74,4;7;38
2023-12-04;"Store 10";"Clothing";"Nike";432,1;1;44
2023-01-25;"Store 9";"Electronics";"Samsung";1052,44;2;40
2023-01-11;"Store 1";"Clothing";"Zara";370,67;1;31
2023-04-26;"Store 3";"Clothing";"H&M";377;10;31
2023-11-12;"Store 4";"Sports";"Decathlon";55,72;7;23
2023-08-07;"Store 7";"Clothing";"Adidas";459,03;3;25
2023-01-09;"Store 2";"Clothing";"Adidas";268,82;2;22
2023-09-07;"Store 10";"Grocery";"Target";43,47;2;32
2023-10-20;"Store 4";"Grocery";"Costco";89,21;20;37
2023-01-10;"Store 8";"Electronics";"LG";492,17;3;24
2023-03-23;"Store 9";"Toys";"Nintendo";285,13;1;44
2023-12-21;"Store 2";"Grocery";"Costco";53,74;20;23
2023-03-25;"Store 4";"Sports";"Spalding";50,23;7;49
2023-07-22;"Store 6";"Sports";"Decathlon";302,2;4;45
2023-08-20;"Store 7";"Clothing";"Zara";102,89;8;47
2023-01-27;"Store 7";"Toys";"Nintendo";231,39;5;19
2023-08-15;"Store 3";"Clothing";"H&M";557,21;2;36
2023-12-03;"Store 10";"Electronics";"Apple";1180,98;2;18
2023-10-17;"Store 2";"Clothing";"Nike";351,92;8;29
2023-03-28;"Store 5";"Electronics";"Samsung";1220,59;2;50
2023-02-04;"Store 7";"Clothing";"Nike";225,22;3;49
2023-11-03;"Store 7";"Clothing";"Puma";333,35;9;28
2023-06-06;"Store 6";"Furniture";"IKEA";975,97;2;43
2023-04-02;"Store 2";"Sports";"Decathlon";256,09;6;55
2023-11-07;"Store 7";"Clothing";"Nike";327,8;2;46
2023-06-19;"Store 3";"Grocery";"Walmart";30,25;15;61
2023-06-29;"Store 5";"Clothing";"Puma";234,16;5;24
2023-07-03;"Store 6";"Clothing";"H&M";309,77;6;51
2023-11-29;"Store 5";"Electronics";"Apple";1538,25;1;45
2023-04-23;"Store 7";"Toys";"LEGO";218,91;1;42
2023-03-23;"Store 10";"Electronics";"Samsung";1097,32;2;57
2023-06-03;"Store 2";"Clothing";"Adidas";295,19;2;40
2023-04-08;"Store 7";"Electronics";"Apple";570,63;1;35
2023-04-09;"Store 8";"Grocery";"Trader Joe's";70,97;20;33
2023-06-15;"Store 9";"Grocery";"Trader Joe's";57,79;7;49
2023-09-19;"Store 2";"Sports";"Reebok";122,15;3;41
2023-12-13;"Store 3";"Furniture";"West Elm";814,14;1;47
2023-04-24;"Store 1";"Clothing";"Adidas";148,7;5;65
2023-04-11;"Store 6";"Clothing";"H&M";272,16;6;28
2023-01-14;"Store 9";"Grocery";"Costco";26,01;18;37
2023-10-01;"Store 7";"Furniture";"Wayfair";481,38;1;38
2023-07-15;"Store 6";"Grocery";"Trader Joe's";33,36;13;24
2023-04-05;"Store 3";"Grocery";"Walmart";57,36;15;29
2023-09-30;"Store 5";"Electronics";"Panasonic";1155,88;1;25
2023-07-11;"Store 6";"Clothing";"Zara";440,41;10;32
2023-05-24;"Store 6";"Grocery";"Walmart";35,72;18;30
2023-10-27;"Store 8";"Electronics";"Apple";673,83;1;23
2023-03-24;"Store 5";"Grocery";"Costco";76,66;10;28
2023-09-13;"Store 1";"Grocery";"Trader Joe's";30,6;17;45
2023-06-20;"Store 8";"Sports";"Spalding";244,05;4;37
2023-04-23;"Store 3";"Grocery";"Walmart";10;3;18
2023-10-26;"Store 1";"Grocery";"Whole Foods";56,35;20;42
2023-05-03;"Store 1";"Grocery";"Whole Foods";70,28;14;28
2023-09-03;"Store 5";"Toys";"LEGO";158,17;1;36
2023-04-05;"Store 1";"Grocery";"Target";51,73;10;25
2023-10-18;"Store 6";"Toys";"LEGO";168,91;2;51
2023-04-16;"Store 10";"Grocery";"Costco";66,98;3;39
2023-04-18;"Store 9";"Clothing";"Zara";322,26;10;36
2023-06-02;"Store 7";"Sports";"Decathlon";317,61;2;42
2023-03-19;"Store 9";"Grocery";"Costco";57,29;1;29
2023-05-23;"Store 6";"Grocery";"Target";82,22;1;33
2023-10-06;"Store 10";"Furniture";"Wayfair";633,6;2;38
2023-05-08;"Store 6";"Clothing";"H&M";417,12;5;47
2023-12-04;"Store 4";"Toys";"Mattel";304,68;3;19
2023-10-26;"Store 8";"Electronics";"Samsung";712,7;1;30
2023-12-30;"Store 4";"Toys";"Hasbro";496,79;7;21
2023-09-18;"Store 10";"Furniture";"Wayfair";869,53;1;39
2023-07-20;"Store 9";"Grocery";"Target";70,58;9;44
2023-02-12;"Store 8";"Electronics";"Panasonic";595,9;2;41
2023-10-09;"Store 10";"Electronics";"Panasonic";883,93;3;29
2023-09-02;"Store 2";"Toys";"Mattel";228,29;7;24
2023-11-30;"Store 6";"Clothing";"Puma";321,55;1;18
2023-05-20;"Store 7";"Grocery";"Target";60,28;14;55
2023-01-14;"Store 4";"Clothing";"Puma";196,85;8;43
2023-10-04;"Store 2";"Grocery";"Costco";59,11;12;36
2023-10-04;"Store 10";"Electronics";"Panasonic";958,95;1;42
2023-11-21;"Store 8";"Clothing";"H&M";271,73;5;36
2023-03-29;"Store 1";"Grocery";"Walmart";60,62;2;23
2023-03-23;"Store 6";"Toys";"Mattel";127,29;7;47
2023-11-26;"Store 9";"Electronics";"Apple";557,2;3;48
2023-01-08;"Store 6";"Clothing";"Zara";215,34;8;25
2023-10-15;"Store 1";"Toys";"Hasbro";139,3;3;27
2023-11-21;"Store 3";"Grocery";"Walmart";57,38;10;62
2023-07-08;"Store 9";"Grocery";"Costco";31,39;1;26
2023-02-09;"Store 5";"Furniture";"Ashley";1066,41;2;33
2023-12-12;"Store 10";"Toys";"Mattel";269,58;8;18
2023-07-12;"Store 10";"Toys";"Fisher-Price";261,86;4;44
2023-11-02;"Store 4";"Clothing";"Zara";323,71;10;44
2023-02-13;"Store 1";"Clothing";"Nike";349,67;7;23
2023-06-19;"Store 2";"Toys";"Hasbro";173,11;1;45
2023-05-24;"Store 2";"Electronics";"Apple";1013,25;3;34
2023-08-12;"Store 10";"Clothing";"Nike";188,82;3;45
2023-11-17;"Store 8";"Grocery";"Trader Joe's";53,25;19;18
2023-03-18;"Store 8";"Sports";"Decathlon";238,93;2;33
2023-07-30;"Store 7";"Toys";"Hasbro";200,07;8;18
2023-11-03;"Store 3";"Grocery";"Walmart";46,07;17;32
2023-08-06;"Store 7";"Grocery";"Costco";28,37;3;20
2023-08-02;"Store 2";"Sports";"Decathlon";45,01;7;57
2023-04-08;"Store 1";"Toys";"LEGO";199,75;8;44
2023-06-22;"Store 7";"Electronics";"LG";594,67;3;55
2023-09-25;"Store 6";"Clothing";"Nike";200,3;9;39
2023-10-28;"Store 8";"Clothing";"Nike";486,96;9;34
2023-08-24;"Store 4";"Toys";"Mattel";123,5;7;30
2023-10-28;"Store 2";"Electronics";"Apple";740,56;1;32
2023-12-11;"Store 1";"Electronics";"Sony";911,48;2;51
2023-01-03;"Store 1";"Grocery";"Whole Foods";82,81;2;31
2023-04-29;"Store 4";"Clothing";"Puma";340,33;10;36
2023-11-24;"Store 8";"Clothing";"H&M";241,88;9;43
2023-08-17;"Store 5";"Electronics";"Panasonic";1056,31;3;44
2023-04-18;"Store 7";"Toys";"Fisher-Price";197,32;8;18
2023-11-09;"Store 1";"Grocery";"Whole Foods";33,47;13;35
2023-05-12;"Store 10";"Sports";"Reebok";176,25;3;29
2023-09-20;"Store 8";"Grocery";"Trader Joe's";64,24;18;47
2023-08-20;"Store 1";"Grocery";"Costco";54,43;15;34
2023-02-28;"Store 2";"Electronics";"LG";894,37;3;34
2023-10-25;"Store 7";"Grocery";"Trader Joe's";63,7;7;43
2023-04-06;"Store 2";"Sports";"Wilson";284,77;7;18
2023-07-14;"Store 4";"Grocery";"Costco";57,24;4;28
2023-09-24;"Store 6";"Grocery";"Trader Joe's";63,05;17;42
2023-04-28;"Store 8";"Clothing";"Zara";332,44;1;26
2023-01-03;"Store 7";"Grocery";"Walmart";32,66;10;26
2023-05-04;"Store 4";"Grocery";"Whole Foods";44,62;1;46
2023-11-22;"Store 3";"Clothing";"Puma";314,9;5;36
2023-03-22;"Store 4";"Clothing";"H&M";249,53;6;55
2023-10-30;"Store 4";"Toys";"Hasbro";249,58;6;24
2023-09-12;"Store 6";"Grocery";"Walmart";69,26;17;35
2023-04-22;"Store 5";"Clothing";"Nike";421,39;6;60
2023-07-13;"Store 10";"Clothing";"Puma";541,5;7;36
2023-11-27;"Store 1";"Toys";"Nintendo";183,02;1;26
2023-02-18;"Store 4";"Sports";"Under Armour";125,16;3;68
2023-04-22;"Store 6";"Toys";"Nintendo";71,71;6;57
2023-08-15;"Store 3";"Electronics";"Sony";902,65;1;48
2023-06-24;"Store 7";"Furniture";"Wayfair";452,82;1;19
2023-04-08;"Store 1";"Clothing";"Adidas";130,08;3;39
2023-02-03;"Store 2";"Clothing";"Nike";498,34;9;19
2023-08-14;"Store 8";"Grocery";"Target";45,12;9;40
2023-07-06;"Store 1";"Clothing";"Zara";694,26;4;62
2023-10-11;"Store 3";"Grocery";"Costco";59,31;13;55
2023-07-03;"Store 1";"Grocery";"Costco";44,3;20;43
2023-05-17;"Store 6";"Sports";"Decathlon";104,39;1;27
2023-07-04;"Store 1";"Clothing";"H&M";535,16;10;32
2023-08-17;"Store 4";"Grocery";"Target";52,89;2;56
2023-11-22;"Store 3";"Grocery";"Trader Joe's";76,22;13;32
2023-05-12;"Store 9";"Clothing";"H&M";359,25;6;37
2023-12-01;"Store 8";"Grocery";"Whole Foods";81,96;19;23
2023-11-03;"Store 6";"Grocery";"Whole Foods";62,32;9;39
2023-04-05;"Store 7";"Clothing";"Zara";194,34;4;26
2023-05-18;"Store 5";"Clothing";"H&M";322,13;1;55
2023-03-24;"Store 7";"Electronics";"Samsung";571,95;1;49
2023-11-24;"Store 5";"Grocery";"Costco";50,82;7;42
2023-02-16;"Store 1";"Grocery";"Target";39,18;18;47
2023-01-03;"Store 2";"Electronics";"Sony";177,81;2;32
2023-10-24;"Store 1";"Grocery";"Whole Foods";34,49;16;44
2023-05-12;"Store 9";"Sports";"Under Armour";344,64;1;24
2023-06-28;"Store 1";"Clothing";"Puma";451,4;8;30
2023-05-21;"Store 9";"Clothing";"Nike";273,82;1;37
2023-09-25;"Store 9";"Grocery";"Trader Joe's";43,69;2;50
2023-09-20;"Store 2";"Clothing";"Adidas";326,68;3;18
2023-01-13;"Store 8";"Sports";"Wilson";116,47;7;31
2023-05-15;"Store 6";"Clothing";"Puma";302,36;3;45
2023-06-25;"Store 4";"Sports";"Decathlon";288,73;6;49
2023-03-11;"Store 7";"Toys";"Fisher-Price";220,33;3;50
2023-07-19;"Store 6";"Clothing";"Nike";495,52;2;18
2023-06-30;"Store 4";"Clothing";"H&M";343,24;10;45
2023-10-13;"Store 10";"Grocery";"Trader Joe's";55,38;13;39
2023-12-18;"Store 3";"Grocery";"Walmart";63,07;9;29
2023-08-16;"Store 2";"Furniture";"West Elm";676,75;2;18
2023-02-10;"Store 6";"Grocery";"Walmart";47,41;10;25
2023-02-19;"Store 1";"Clothing";"Puma";303,79;3;18
2023-07-25;"Store 10";"Sports";"Decathlon";174,59;1;30
2023-08-14;"Store 3";"Toys";"Hasbro";197,82;6;51
2023-02-16;"Store 8";"Electronics";"Sony";1076;3;18
2023-09-20;"Store 1";"Sports";"Spalding";201,33;4;42
2023-11-19;"Store 5";"Toys";"Fisher-Price";281,7;1;22
2023-06-10;"Store 3";"Electronics";"Panasonic";600,46;2;18
2023-04-01;"Store 8";"Sports";"Reebok";197,96;3;43
2023-06-08;"Store 2";"Toys";"Mattel";131,47;6;21
2023-10-27;"Store 6";"Grocery";"Whole Foods";65,03;6;18
2023-04-10;"Store 8";"Clothing";"Zara";424,21;2;37
2023-06-18;"Store 5";"Electronics";"LG";732,56;1;31
2023-07-12;"Store 5";"Sports";"Under Armour";208,01;1;44
2023-11-02;"Store 9";"Electronics";"Samsung";1120,16;1;31
2023-06-26;"Store 7";"Grocery";"Walmart";63,08;11;29
2023-07-20;"Store 10";"Grocery";"Target";48,34;20;37
2023-07-06;"Store 10";"Toys";"Nintendo";10;3;21
2023-02-04;"Store 1";"Furniture";"Ashley";611,12;2;21
2023-06-21;"Store 3";"Grocery";"Whole Foods";58,46;19;38
2023-12-22;"Store 9";"Grocery";"Walmart";59,19;12;31
2023-12-02;"Store 3";"Furniture";"West Elm";575,62;1;35
2023-04-24;"Store 4";"Grocery";"Whole Foods";15,2;19;28
2023-09-26;"Store 3";"Grocery";"Walmart";46,38;8;48
2023-02-07;"Store 9";"Clothing";"Nike";425,75;6;18
2023-09-30;"Store 4";"Grocery";"Trader Joe's";81,84;20;47
2023-07-08;"Store 1";"Clothing";"H&M";618,92;10;29
2023-01-22;"Store 10";"Toys";"Mattel";226,54;6;42
2023-06-28;"Store 7";"Grocery";"Walmart";31,22;14;41
2023-02-26;"Store 3";"Sports";"Decathlon";207,38;7;33
2023-11-05;"Store 1";"Furniture";"IKEA";394,74;1;38
2023-08-23;"Store 10";"Grocery";"Walmart";35,03;16;26
2023-12-31;"Store 2";"Grocery";"Walmart";15,59;4;34
2023-03-05;"Store 3";"Grocery";"Target";18,02;1;38
2023-10-20;"Store 6";"Grocery";"Walmart";71,12;13;43
2023-10-18;"Store 8";"Clothing";"Adidas";144,71;10;42
2023-01-12;"Store 3";"Clothing";"Adidas";254,83;4;24
2023-04-25;"Store 1";"Clothing";"Zara";387,55;3;56
2023-06-09;"Store 10";"Electronics";"Panasonic";869,62;2;24
2023-10-19;"Store 6";"Grocery";"Costco";64,71;12;30
2023-01-22;"Store 7";"Grocery";"Trader Joe's";48;16;39
2023-05-29;"Store 2";"Clothing";"Puma";306,07;9;34
2023-01-10;"Store 2";"Grocery";"Whole Foods";24,29;9;20
2023-07-18;"Store 9";"Clothing";"Puma";388,47;7;42
2023-04-08;"Store 10";"Clothing";"Nike";382,63;1;40
2023-03-18;"Store 1";"Clothing";"Zara";302,68;6;18
2023-02-25;"Store 5";"Grocery";"Target";92,36;17;31
2023-01-01;"Store 4";"Grocery";"Trader Joe's";48,21;11;28
2023-02-11;"Store 7";"Clothing";"H&M";371,43;10;51
2023-01-21;"Store 9";"Sports";"Decathlon";121,17;2;46
2023-02-13;"Store 6";"Sports";"Wilson";136,95;6;44
2023-05-21;"Store 8";"Electronics";"Apple";395,43;3;35
2023-03-03;"Store 2";"Toys";"Mattel";259,21;7;40
2023-08-23;"Store 1";"Sports";"Wilson";92,83;1;18
2023-03-20;"Store 3";"Toys";"Hasbro";101,67;6;61
2023-09-06;"Store 9";"Grocery";"Costco";46,76;10;39
2023-12-27;"Store 6";"Grocery";"Target";10;6;35
2023-03-29;"Store 8";"Grocery";"Trader Joe's";50,94;16;18
2023-01-16;"Store 3";"Clothing";"Zara";136,38;1;32
2023-12-12;"Store 4";"Sports";"Spalding";430,98;1;18
2023-08-06;"Store 5";"Toys";"LEGO";177,56;3;18
2023-07-31;"Store 4";"Grocery";"Target";42,83;5;46
2023-02-24;"Store 10";"Toys";"Fisher-Price";277,91;3;57
2023-04-15;"Store 6";"Grocery";"Walmart";43,09;17;21
2023-11-23;"Store 9";"Sports";"Reebok";252,45;3;22
2023-08-14;"Store 10";"Toys";"Hasbro";194,58;5;18
2023-02-07;"Store 2";"Clothing";"Puma";346,46;6;45
2023-06-21;"Store 8";"Grocery";"Costco";10;16;31
2023-12-23;"Store 6";"Grocery";"Whole Foods";76,37;9;32
2023-09-09;"Store 6";"Grocery";"Costco";71,33;2;38
2023-03-13;"Store 5";"Electronics";"Apple";1336,29;3;33
2023-03-29;"Store 8";"Electronics";"Panasonic";758,75;3;18
2023-01-20;"Store 6";"Clothing";"Adidas";334,48;2;37
2023-01-09;"Store 4";"Grocery";"Whole Foods";57,04;9;25
2023-11-17;"Store 3";"Clothing";"Puma";476,53;5;47
2023-05-29;"Store 9";"Toys";"Mattel";71,29;6;38
2023-07-19;"Store 3";"Clothing";"Puma";291,06;3;29
2023-05-16;"Store 1";"Grocery";"Trader Joe's";55,3;13;30
2023-03-12;"Store 8";"Grocery";"Costco";21,66;10;30
2023-02-16;"Store 7";"Clothing";"Adidas";294,58;7;40
2023-07-27;"Store 2";"Grocery";"Trader Joe's";43,9;4;57
2023-07-22;"Store 1";"Clothing";"H&M";515,4;10;18
2023-07-12;"Store 7";"Clothing";"Zara";553,55;9;48
2023-07-12;"Store 6";"Grocery";"Costco";21,22;1;43
2023-07-24;"Store 1";"Grocery";"Target";69,34;11;42
2023-04-26;"Store 7";"Grocery";"Target";49,35;13;37
2023-12-16;"Store 2";"Furniture";"Ashley";924,5;1;41
2023-05-09;"Store 5";"Clothing";"Zara";236,07;3;34
2023-09-18;"Store 9";"Clothing";"H&M";363,96;2;29
2023-08-31;"Store 1";"Toys";"Fisher-Price";170,77;5;27
2023-07-31;"Store 8";"Sports";"Reebok";296,13;5;25
2023-05-09;"Store 1";"Grocery";"Trader Joe's";40,34;9;51
2023-08-29;"Store 8";"Sports";"Under Armour";237,36;7;41
2023-05-12;"Store 6";"Clothing";"Nike";425,57;6;47
2023-10-05;"Store 9";"Electronics";"Samsung";774,54;2;44
2023-01-25;"Store 8";"Toys";"Nintendo";150,32;7;35
2023-12-06;"Store 1";"Grocery";"Walmart";44,7;20;19
2023-04-28;"Store 3";"Grocery";"Walmart";63,05;15;55
2023-01-10;"Store 2";"Grocery";"Trader Joe's";33,18;4;42
2023-11-02;"Store 4";"Clothing";"Nike";417,36;10;44
2023-05-09;"Store 8";"Clothing";"Adidas";264,79;2;33
2023-10-04;"Store 4";"Sports";"Under Armour";176,83;7;33
2023-04-10;"Store 8";"Grocery";"Trader Joe's";53,04;13;43
2023-07-09;"Store 10";"Sports";"Spalding";148,99;3;24
2023-01-26;"Store 9";"Furniture";"West Elm";850,96;1;52
2023-03-21;"Store 7";"Toys";"Mattel";113,48;2;35
2023-07-07;"Store 3";"Grocery";"Costco";62,34;17;49
2023-02-23;"Store 2";"Clothing";"H&M";188,98;9;42
2023-07-09;"Store 5";"Grocery";"Trader Joe's";12,67;19;35
2023-05-10;"Store 5";"Grocery";"Walmart";54,17;4;41
2023-08-12;"Store 4";"Toys";"LEGO";155,74;8;21
2023-10-09;"Store 5";"Grocery";"Walmart";49,05;11;39
2023-08-13;"Store 6";"Toys";"Hasbro";173,81;4;18
2023-11-24;"Store 4";"Clothing";"H&M";148,07;6;27
2023-11-13;"Store 7";"Toys";"Mattel";486,39;1;24
2023-04-05;"Store 8";"Sports";"Wilson";157,16;8;41
2023-02-20;"Store 1";"Clothing";"H&M";389,1;4;38
2023-11-15;"Store 10";"Sports";"Reebok";269,12;2;54
2023-08-23;"Store 4";"Sports";"Reebok";158,79;3;20
2023-08-25;"Store 6";"Grocery";"Costco";38,01;16;40
2023-09-04;"Store 7";"Grocery";"Target";73;18;27
2023-10-12;"Store 8";"Furniture";"IKEA";757,84;1;25
2023-05-26;"Store 8";"Toys";"Hasbro";103,63;8;50
2023-04-07;"Store 2";"Sports";"Spalding";100,07;8;34
2023-01-24;"Store 1";"Grocery";"Whole Foods";63,81;6;29
2023-08-26;"Store 3";"Clothing";"Adidas";404,61;6;50
2023-08-11;"Store 3";"Grocery";"Whole Foods";54,41;4;56
2023-01-05;"Store 8";"Electronics";"Samsung";1034,79;3;41
2023-03-03;"Store 2";"Grocery";"Trader Joe's";47,65;17;18
